,MCF_UUID,Job_title,Relabelled_SSOC_2020,Description,Cleaned_Description,UUID,MCF_ID,emp_SSOC,pred_SSOC,Emp_correct,Model_correct,1D_SSOC
29,cab1d532e4a7ceb60ab7e42903ba139c,"UI Engineer- Distributed Scheduling, Associate (68539)",21499,"<p>Distributed Platform is a global, multi-disciplinary team responsible for researching, designing, testing and building world-class tools, practices and systems used across Goldman Sachs. Partnering with colleagues from Technology and the business, Platform solves critical problems, maintains and strengthens essential systems, provides training and internal consultancy, and safeguards the firm’s culture of high-caliber software engineering. Management and design of 3 core technologies for the firm:&nbsp;</p>
<p>• Software distribution&nbsp;</p>
<p>• A schedule based cross platform distributed computing system</p>
<p>• Grid compute</p>
<p><br></p>
<p><strong>HOW YOU WILL FULFILL YOUR POTENTIAL</strong><br>
• Build UIs that are leveraged by thousands of internal clients on a daily basis<br>
• Partner with technical and product leads on driving the client experience<br>
• Leverage best in class in-house, open source and vendor software to rapidly innovate<br>
<br>
<strong>SKILLS AND EXPERIENCE WE ARE LOOKING FOR</strong><br>
• 3-10+ years of professional HTML5/JavaScript programming experience<br>
• A solid understanding of NodeJS and its eco-system<br>
• Engineering or Computer Science Degree required<br>
• Experience with gulp (or grunt) and webpack (or SystemJS or Browserify)<br>
• Excellent communication and interpersonal skills<br>
• Highly organized with attention to detail and excellent follow-through<br>
<br>
<strong>Preferred Qualifications</strong><br>
• Knowledge and experience of core Java development<br>
• Experience with React/Redux or Angular 4<br>
• Experience building tools and frameworks used by fellow developers<br>
• Comfortable managing multiple stakeholders, driving consensus and influencing outcomes<br>
• Results-oriented with the ability to balance multiple, time-sensitive projects while maintaining a longer term, strategic focus</p>
<p><br></p>
<p>The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world. <br>
</p>
<p>The Goldman Sachs Group, Inc., 2021. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.</p>","Distributed Platform is a global, multi-disciplinary team responsible for researching, designing, testing and building world-class tools, practices and systems used across Goldman Sachs. Partnering with colleagues from Technology and the business, Platform solves critical problems, maintains and strengthens essential systems, provides training and internal consultancy, and safeguards the firm's culture of high-caliber software engineering. Management and design of 3 core technologies for the firm:.",cab1d532e4a7ceb60ab7e42903ba139c,MCF-2021-0041303,Deleted,25121,False,False,2
30,e584344a7fc6fe5b8707aee59d1c5119,Design Engineer,21499,"<p>Help customers to solve technical issues by providing appropriate solutions for a wide spectrum of design challenges</p>
<p>Development of accurate, robust &amp; cost effective connector designs</p>
<p>Assume ownership and manages designs througout the conceptual, details design, qualification &amp; manufacturing process</p>
<p>Verify product design, produce and check manufacturing drawings for completeness and accuracy</p>
<p>Perform engineering tests and submit products for qualificaton testing in the reliability lab</p>
<p>Prepare and follow engineering change requests</p>
<p>Perform other related duties as required by management</p>","Help customers to solve technical issues by providing appropriate solutions for a wide spectrum of design challenges. Development of accurate, robust & cost effective connector designs. Assume ownership and manages designs througout the conceptual, details design, qualification & manufacturing process. Verify product design, produce and check manufacturing drawings for completeness and accuracy. Perform engineering tests and submit products for qualificaton testing in the reliability lab. Prepare and follow engineering change requests. Perform other related duties as required by management.",e584344a7fc6fe5b8707aee59d1c5119,MCF-2021-0067005,21498,21511,True,False,2
31,24683fcb13feb1739c76e2ae9ad16030,Quality Engineer (Semicon) ,21499,"<p>Responsibilities</p>
<ul>
  <li>Responsible for after sales quality, handle customer complaint, customer audits and customer improvement programs.&nbsp;</li>
  <li>Lead all project documentation to ensure 8D-Report and actions plan are follow up.&nbsp;</li>
  <li>Participation in steering committee meetings for related platform&nbsp;</li>
  <li>Work with field service and technical support to drive improvement activities</li>
  <li>Strong interaction with production facility&nbsp;</li>
  <li>Preparation of after sales data and KPI monitoring and reporting&nbsp;</li>
</ul>
<p>Requirements:&nbsp;</p>
<ul>
  <li>Minimum Degree in Mechanical / Electrical / Mechatronics / Machining and its related.&nbsp;</li>
  <li>Knowledge in project management skill and strong customer orientation.&nbsp;</li>
  <li>Knowledge in quality engineering and process management in design and production.&nbsp;</li>
  <li>Participate in customer transfer of new development to meet customer requirement.&nbsp;</li>
  <li>Strong knowledge in analysis and SCM.&nbsp;</li>
</ul>
<p>Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume.</p>
<p>Email Address: eng@talenttradersg.com</p>
<p>EA License No: 13C6305</p>
<p>Reg. No.: R1879665</p>
<p>For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.</p>
<p><br></p>
<p><br></p>","Responsible for after sales quality, handle customer complaint, customer audits and customer improvement programs. Lead all project documentation to ensure 8D-Report and actions plan are follow up. Participation in steering committee meetings for related platform. Work with field service and technical support to drive improvement activities. Strong interaction with production facility. Preparation of after sales data and KPI monitoring and reporting.",24683fcb13feb1739c76e2ae9ad16030,MCF-2020-0377329,21499,21415,True,False,2
32,3750a870e6f30e02a24fdff7f997f28b,Senior Web Developer,25122,"<p><strong>Roles &amp; Responsibilities</strong></p>
<p>Looking for a Web Developer to develop digital media in Japan's huge internet web &amp; media advertising industry.</p>
<p>· Ability to <u><strong>speak &amp; write in native Japanese</strong></u> is a very important requirement as our target audiences &amp; clients are mainly located in Japan &amp; all sites &amp; campaigns target the Japan market community &amp; industry</p>
<p>· Plans site architecture &amp; design with designer by clarifying goals and design functionalities</p>
<p>· Working with team members to develop websitesWork with agencies to execute web &amp; media marketing campaigns</p>
<p>· Maintain and making regular updates to client’s request</p>
<p>· Improve site architecture &amp;design with analyst team.</p>
<p>· Understand content creation &amp; work with external parties to keep up with trending content creationsWork with internal &amp; external parties to create landing pages, optimise user experience, implementation of digital marketing initiatives &amp; content marketing strategy</p>
<p>· Able to manipulate and edit photographs digitally via Adobe software</p>
<p><strong>Requirements</strong></p>
<p>· Diploma / Degree qualification</p>
<p>· Ability to <u><strong>speak and write</strong></u> in Japanese is a <u><strong>MUST</strong></u> as we are dealing in the internet &amp; web advertising markets in Japan</p>
<p>· 10+ years of Experience with web developer (JavaScript, HTML5, CSS3, etc.)</p>
<p>· 10+ years of experience with product management, feature gathering, and UX design</p>
<p>· Strong communication skills with 10+ years of experience in agile working environment</p>
<p>· 3+ years of experience in Digital &amp; Web Marketing</p>
<p>·</p>
<p>· Good creative sense and strong understanding of UX/UI design for web and mobile</p>
<p>· Possess good communication skills and comfortable working in a Japanese speaking environment</p>
<p>· Proficient with MS Office (Excel, Word, etc) and other marketing applications</p>
<p>· Good knowledge in HTML5, CSS3, Javascript</p>
<p>· Good knowledge in development and optimisation tools</p>
<p>· Basic knowledge in Adobe software i.e. Photoshop, Illustrator</p>
<p>· 5 days work week</p>
<p>· Ability to multi-task and work under pressure</p>
<p>Interested applicants, you <strong>MUST</strong> provide us your detailed resume in “<strong>Rirekisho</strong>” format in <strong>Nihongo</strong> to check your Japanese level..</p>","Ability to speak & write in native Japanese is a very important requirement as our target audiences & clients are mainly located in Japan & all sites & campaigns target the Japan market community & industry. Plans site architecture & design with designer by clarifying goals and design functionalities. Working with team members to develop websitesWork with agencies to execute web & media marketing campaigns. Maintain and making regular updates to client's request. Improve site architecture &design with analyst team. Understand content creation & work with external parties to keep up with trending content creationsWork with internal & external parties to create landing pages, optimise user experience, implementation of digital marketing initiatives & content marketing strategy. Able to manipulate and edit photographs digitally via Adobe software.",3750a870e6f30e02a24fdff7f997f28b,MCF-2021-0009170,25122,25122,True,True,2
33,1d24cf5fe1efa62285aacc86d1c870ee,IJGlobal Asia Pacific Reporter,26421,"<p><strong>NextGen – future of B2B information services</strong></p>
<p>At NextGen, we're building the future of information services: transforming our portfolio of B2B publishing brands into a modern, global information business.</p>
<p><br></p>
<p>Our business serves professionals across the financial and professional services sector, covering markets such as banking, insurance and infrastructure finance. We are a highly diversified business with services that support clients' market intelligence, business development, and workflow solutions, and over 70% of our revenue is recurring. Across NextGen, we have more than 600 colleagues located in three main hubs, and customers in over 150 countries.</p>
<p>Our business is transforming as we seek to retain the relevance our brands have within the markets they serve, while also taking advantage of our scale to deliver better results for our customers and shareholders. This means laser focus on responding to our client's needs for specialism, while also building common tools and functions that allow us to meet customer's needs better.</p>
<p><br></p>
<p>We pride ourselves on our entrepreneurial culture – enabling creative, action-oriented, and knowledgeable professionals to do their best work. We also believe in autonomy, accountability, passion and a sense of humor.</p>
<p><br></p>
<p>NextGen is part of the Financial and Professional Services division of Euromoney Institutional Investor, an international business-information group listed on the London Stock Exchange and a member of the FTSE 250 share index. For more information on the company and our strategy, please visit: <a href=""https://www.euromoneyplc.com/about-us"" rel=""noopener"" target=""_blank"">https://www.euromoneyplc.com/about-us</a>.</p>
<p><br></p>
<p><strong>IJGlobal – energy and infrastructure finance</strong></p>
<p>IJGlobal, a NextGen business, is the world’s authority on infrastructure finance and provides data, news, analysis and networking for developers, bankers and advisers. Unlike others, we don’t regurgitate what is reported elsewhere. We focus entirely on informing our readers of what they don’t already know. Our intent is that our news is unambiguously superior – previously unknown, actionable, detailed, quick and correct – to that of any competitor.</p>
<p><br></p>
<p>IJGlobal reporters are passionate about the business of power generation, of bridges and roads, of wind turbines and solar panels; the process that takes them from conception through finance, and into construction; their later fate in the secondary market; and the developers, contractors, bankers, lawyers, investors and funds that make all this happen.</p>
<p><br></p>
<p>This is an exciting role in a vibrant sector – global infrastructure investment – tracking deployment of an interesting financing tool in support of the delivery of projects that range in scale from floating solar in Singapore and vast power plants in the Middle East through to motorways across Texas, offshore wind in the North Sea and data centres in Brazil.</p>
<p><br></p>
<p><strong>As the Singapore-based IJGlobal Asia Pacific reporter, you will ...</strong></p>
<p><strong>Report to:</strong></p>
<p>Asia Pacific editor</p>
<p><br></p>
<p><strong>Be responsible for:</strong></p>
<p>Finance news on the renewables, oil &amp; gas, power, transport, social, telecoms, water and mining sectors in Asia Pacific</p>
<p><br></p>
<p><strong>Conduct these exciting tasks:</strong></p>
<ul>
  <li>Writing proprietary news stories</li>
  <li>Maintaining broad and high-level contact with the market through daily telephone calls and frequent face-to-face or virtual meetings</li>
</ul>
<p><br></p>
<p><strong>Perform value-enhancing duties including:</strong></p>
<ul>
  <li>Periodic analysis features</li>
  <li>Building and maintaining close relationships with key market participants not restricted to bankers &amp; lawyers but including sponsors, developers, contractors and government</li>
  <li>Involvement in agenda setting for events and occasionally chairing panel discussions</li>
</ul>
<p><br></p>
<p><strong>Possess the following aptitudes and skills:</strong></p>
<ul>
  <li>Assertive, tenacious and bold</li>
  <li>Interrogative telephone and sophisticated face-to-face interview skills</li>
  <li>Perfect written English</li>
  <li>A willingness to gain a detailed understanding of the infrastructure development and finance markets and the participants in them</li>
  <li>At least one year’s experience of journalism</li>
  <li>Ambition</li>
</ul>
<p><br></p>
<p><strong>Language (required):</strong></p>
<p>English</p>
<p><br></p>
<p><strong>Languages (preferred):</strong></p>
<p>Other language(s) spoken in Asia Pacific</p>","NextGen – future of B2B information services. At NextGen, we're building the future of information services: transforming our portfolio of B2B publishing brands into a modern, global information business. Our business serves professionals across the financial and professional services sector, covering markets such as banking, insurance and infrastructure finance. We are a highly diversified business with services that support clients' market intelligence, business development, and workflow solutions, and over 70% of our revenue is recurring. Across NextGen, we have more than 600 colleagues located in three main hubs, and customers in over 150 countries. Our business is transforming as we seek to retain the relevance our brands have within the markets they serve, while also taking advantage of our scale to deliver better results for our customers and shareholders. This means laser focus on responding to our client's needs for specialism, while also building common tools and functions that allow us to meet customer's needs better. We pride ourselves on our entrepreneurial culture – enabling creative, action-oriented, and knowledgeable professionals to do their best work. We also believe in autonomy, accountability, passion and a sense of humor. NextGen is part of the Financial and Professional Services division of Euromoney Institutional Investor, an international business-information group listed on the London Stock Exchange and a member of the FTSE 250 share index. For more information on the company and our strategy, please visit: https://www euromoneyplc com/about-us. IJGlobal – energy and infrastructure finance. IJGlobal, a NextGen business, is the world's authority on infrastructure finance and provides data, news, analysis and networking for developers, bankers and advisers. Unlike others, we don't regurgitate what is reported elsewhere. We focus entirely on informing our readers of what they don't already know. Our intent is that our news is unambiguously superior – previously unknown, actionable, detailed, quick and correct – to that of any competitor. IJGlobal reporters are passionate about the business of power generation, of bridges and roads, of wind turbines and solar panels the process that takes them from conception through finance, and into construction their later fate in the secondary market and the developers, contractors, bankers, lawyers, investors and funds that make all this happen. This is an exciting role in a vibrant sector – global infrastructure investment – tracking deployment of an interesting financing tool in support of the delivery of projects that range in scale from floating solar in Singapore and vast power plants in the Middle East through to motorways across Texas, offshore wind in the North Sea and data centres in Brazil. As the Singapore-based IJGlobal Asia Pacific reporter, you will. Report to: Asia Pacific editor. Be responsible for: Finance news on the renewables, oil & gas, power, transport, social, telecoms, water and mining sectors in Asia Pacific. Conduct these exciting tasks: Writing proprietary news stories. Maintaining broad and high-level contact with the market through daily telephone calls and frequent face-to-face or virtual meetings. Perform value-enhancing duties including: Periodic analysis features. Building and maintaining close relationships with key market participants not restricted to bankers & lawyers but including sponsors, developers, contractors and government. Involvement in agenda setting for events and occasionally chairing panel discussions. Possess the following aptitudes and skills: Assertive, tenacious and bold. Interrogative telephone and sophisticated face-to-face interview skills. Perfect written English. A willingness to gain a detailed understanding of the infrastructure development and finance markets and the participants in them. At least one year's experience of journalism. Language (required): English. Languages (preferred): Other language(s) spoken in Asia Pacific.",1d24cf5fe1efa62285aacc86d1c870ee,MCF-2021-0218320,26421,24212,True,False,2
34,b733b9d2fb358f4ebd6e6345ce306cb3,Project Engineer (C&S),21499,"<p><strong>Field of Study ; Civil Engineering</strong></p>
<p>Project Engineer (C&amp;S)</p>
<p><br></p>
<p>Roles &amp; Responsibilities<br>
·       The Project Engineer is reporting to the Director / Project Manager / Supervisor.<br>
·       Site &amp; office project management and daily operations including inspections, handover, site measurements, project management.<br>
·       Handling technical and engineering issues.</p>
<p>·       Report and prepare with given report template for the inspection outcome.<br>
·       Attend Site / Design meeting / Site Inspection when required.<br>
·       Site co-ordination, monitoring and report work progress.<br>
·       Ensure safe work procedures are implemented at site.<br>
·       Ensure projects meet authority standards.<br>
·       Manage projects to meet the time, cost and quality objectives<br>
·       Coordinate and monitor work progress at site including periodical site inspection and attending meetings during course of construction of projects<br>
·       To carry out inspections independently to all kind of civil &amp; structures related matters such as infrastructures, roads &amp; related facilities and/or existing building structures and to identify any defects and the scope of suitable repairs.<br>
 <br>
·       Supervise on the repair works conducted by the contractors and ground agencies; and keep proper records accordingly.</p>
<p>·       Proficient in Microsoft Office</p>
<p>·       Degree Civil &amp; Structures Engineering discipline recognized by PEB<br>
·       At least 1 years of related work<br>
·       Possess good leadership, planning and decision-making skills<br>
·       Possess good communication and interpersonal skills<br>
·       Possess positive, responsible and self-motivated attitude<br>
·       Able to work in a team</p>
<p>·       Other Ad-hoc related duties assigned by the company.</p>
<p><br></p>","Report and prepare with given report template for the inspection outcome. Attend Site / Design meeting / Site Inspection when required. Site co-ordination, monitoring and report work progress. Ensure safe work procedures are implemented at site. Ensure projects meet authority standards. Manage projects to meet the time, cost and quality objectives. Coordinate and monitor work progress at site including periodical site inspection and attending meetings during course of construction of projects. To carry out inspections independently to all kind of civil & structures related matters such as infrastructures, roads & related facilities and/or existing building structures and to identify any defects and the scope of suitable repairs. Supervise on the repair works conducted by the contractors and ground agencies and keep proper records accordingly.",b733b9d2fb358f4ebd6e6345ce306cb3,MCF-2021-0175012,21498,31124,True,False,2
35,0c2dda158a1eec09979545fd6be41952,Cost Manager,21494,"<p>Faithful+Gould is looking for a competent <strong>Cost Manager</strong>to join our Singapore Team. You are competent in providing an effective and efficient Cost Management service to clients. You continually strive to improve your contribution and value by developing your knowledge and expertise with colleagues. You help to develop new business opportunities as you broaden your experience and deepen your client understanding and relationships.</p>
<p>The <strong>Cost Manager</strong> will be responsible for the successful delivery of projects with the desired project objectives.</p>
<p>The incumbent must have adequate knowledge and information about the business and the project in order to make informed value decisions for both the Client and the Company.</p>
<p>The roles and responsibilities include:</p>
<ul>
  <li>Taking off and measurements</li>
  <li>Understanding the clients' programme and project objectives.</li>
  <li>Preparation of BQs, tender documents and tender pricing</li>
  <li>Evaluation of tenders and conducting tender interviews</li>
  <li>Have an up-to-date and developing knowledge of legal and technical      matters relevant to the work you do, and the law of the region or country      in which you practise.</li>
  <li>Post contract administrative work, e.g. manage variations,      valuations, attending site meetings</li>
  <li>Project close out</li>
  <li>Assist senior cost manager and assist the leads with major      commissions/projects with defined levels of accountability</li>
  <li>Applying the principles of quality assurance and environmental      management in compliance with the organization’s Policies</li>
</ul>
<p>The successful candidate should possess:</p>
<p>· Degree in Quantity Surveying or related disciplines</p>
<p>· Member of Royal Institution of Chartered Surveyor or SISV</p>
<p>· Minimum 3-4 years of working experience in Building projects preferably with consultancy background, sound computer knowledge</p>
<p>· Familiarity with different types of Conditions of Contracts and project controls tools/procedures</p>
<p>· Has a general knowledge of current legal and regulatory developments in respect of construction and associated law</p>
<ul>
  <li>Experience in client management      environment that requires individual to utilise critical business      development skills and advisory skills to enhance project delivery on      value management and life cycle costing.</li>
</ul>
<p>· Possess sound technical health, safety and environmental knowledge, applicable to the business and wider construction industry</p>
<p>· Sound working knowledge of Microsoft Office and other role related software packages</p>
<p>· Reliable mathematical ability and accuracy in all your work, and good standard of literacy and presentation skills</p>
<p>· Able to work with minimal supervision</p>","Taking off and measurements. Understanding the clients' programme and project objectives. Preparation of BQs, tender documents and tender pricing. Evaluation of tenders and conducting tender interviews. Have an up-to-date and developing knowledge of legal and technical matters relevant to the work you do, and the law of the region or country in which you practise. Post contract administrative work, e g manage variations, valuations, attending site meetings. Project close out. Assist senior cost manager and assist the leads with major commissions/projects with defined levels of accountability. Applying the principles of quality assurance and environmental management in compliance with the organization's Policies.",0c2dda158a1eec09979545fd6be41952,MCF-2021-0135253,21494,21494,True,True,2
36,b716597b83c365fb8a06ed5ac661a48d,Senior Firmware Engineer (Security),21499,"<p><strong>Job Description</strong></p>
<p>As part of our development engineering expansion footprint, we are hiring for a Senior Firmware Security Engineer to be part of our global Power Control Business (PCB) development organization in the Singapore Campus.</p>
<p><br></p>
<p>A good background in embedded software development and real time control systems is required. This professional would be responsible in the design of embedded software subsystems that optimize and balance a variety of goals across the run-time performance, memory requirements, simplicity and correctness, development time and effort goals, reusability, extendibility, reliability, and safety. This firmware engineer would need to maximize the reuse of existing internal or external software components to shorten the product development cycle. This includes reviews the subsystem and system design of others for system design implications.</p>
<p><br></p>
<p>This position will work with other stakeholders within region and globally. In the end, the role is responsible for the development of high-quality products and/or subsystems in a timely, efficient, and cost-effective manner.</p>
<p><br></p>
<p>This position reports into the Power Control Business (PCB) Singapore Campus manager in Singapore and functional support through the global development engineering team.</p>
<p><br></p>
<p><strong>Responsibilities:</strong><br>
1.&nbsp;Analyzes, designs, programs, debugs, and modifies software. Troubleshoots code for firmware (IC embedded code) applications. Involves analog and digital hardware and software operating systems.<br>
2.&nbsp;Involvement in one or more of these areas in embedded software/firmware for drives products: development of security features, remediation and management of security improvements, security testing, and process and standards compliance.<br>
3.&nbsp;Proven competency with object-oriented analysis and design as well as real-time development using the C/C++ language.<br>
4.&nbsp;Participates in the development and improvement of engineering processes and best practices.<br>
5.&nbsp;Drives quality by maintaining the link between requirements and testing.<br>
6.&nbsp;Investigates software anomalies in association with the functional test team, customer support team, or other group (possibly including customer) as needed. Debugs and resolved anomalies.<br>
7.&nbsp;Keeps current and well informed on embedded software engineering and cybersecurity methodologies and technologies relevant to our industry through personal research, training, and seminar participation.<br>
8.&nbsp;Willingness to work in a diverse set of software development frameworks including Agile and Scrum as the business demands.<br>
9.&nbsp;Frequently interacts with peers and customers to gain cooperation of others or conduct presentations of technical information/project activities.<br>
10.&nbsp;Networks with senior internal/external personnel in own area of expertise as well as networks with key contacts outside own area of expertise.<br>
11.&nbsp;Normally receives little instruction on day-to-day work, generally instructions on new assignments. Receives assignments in the form of objectives and determines the process by which to meet goals. Open to receiving and sharing of new ideas.<br>
12.&nbsp;Functions effectively in a globally distributed team environment as both an individual contributor and a leader.<br>
13.&nbsp;Regularly interacts with senior management or executive levels on matters concerning several functional areas, divisions, and/or customers.<br>
14.&nbsp;Ensures thorough familiarity with company policies and procedures. Appropriately applies policies and procedures in compliance with government laws. Policies and procedures include, but not limited to: Standards of Business Conduct, Intellectual Property, Control Environment, Information Protection, ISO 9000 &amp; 14000, government regulations (e.g. health, safety, quality and environmental), and functional policies published by Rockwell Automation.</p>
<p><br></p>
<p><strong>Qualifications:&nbsp;</strong></p>
<p>Education, Desired Skills and Experience<br>
1.&nbsp;Bachelor of Science in Computer Science, Computer Engineering or Electrical Engineering with concentration in software; or equivalent<br>
2.&nbsp;Master of Science in Computer Science or Computer Engineering; or equivalent in-depth knowledge and experience desired.<br>
3.&nbsp;Possess a minimum of five years’ experience in embedded software development with an emphasis on the analysis, design, programming, and testing of real-time software systems using modern engineering practices using the C/C++ language (or other middle to high-level language) required.<br>
4.&nbsp;Five to six years of experience in an embedded software or firmware team.<br>
5.&nbsp;Familiarity with the following tools and languages is desired: Python, Green Hills Integrity OS and Multi IDE, TCP/IP networking, Git or similar version control tools, security test tools such as Achilles and Burp Suite, and collaboration tools such as Jira and Jama.<br>
6.&nbsp;Cybersecurity training or certification is a plus. Familiarity with cyber security requirements and practices for embedded and industrial products desired.<br>
7.&nbsp;Familiarity with agile processes like Scrum and SAFe is desired.<br>
8.&nbsp;Proven ability to specify and develop high quality, maintainable software subsystems or systems at a high rate of productivity required.<br>
9.&nbsp;Well established ability to organize and direct activities of other employees and communicate with a globally distributed team is required.<br>
10.&nbsp;Strong collaborator in a matrixed organization. Proven ability to work effectively as a member of a team or independently required.<br>
11.&nbsp;Proven ability to communicate technical information of a complex nature clearly and concisely in verbal and written form required.<br>
12.&nbsp;Demonstrate customer centric culture to understand our internal and external customers.<br>
13.&nbsp;Accept job requirement to connect in a global environment and with light international travel.</p>","Job Description As part of our development engineering expansion footprint, we are hiring for a Senior Firmware Security Engineer to be part of our global Power Control Business (PCB) development organization in the Singapore Campus. A good background in embedded software development and real time control systems is required. This professional would be responsible in the design of embedded software subsystems that optimize and balance a variety of goals across the run-time performance, memory requirements, simplicity and correctness, development time and effort goals, reusability, extendibility, reliability, and safety. This firmware engineer would need to maximize the reuse of existing internal or external software components to shorten the product development cycle. This includes reviews the subsystem and system design of others for system design implications. This position will work with other stakeholders within region and globally. In the end, the role is responsible for the development of high-quality products and/or subsystems in a timely, efficient, and cost-effective manner. This position reports into the Power Control Business (PCB) Singapore Campus manager in Singapore and functional support through the global development engineering team. Responsibilities: 1. Analyzes, designs, programs, debugs, and modifies software. Troubleshoots code for firmware (IC embedded code) applications. Involves analog and digital hardware and software operating systems. Involvement in one or more of these areas in embedded software/firmware for drives products: development of security features, remediation and management of security improvements, security testing, and process and standards compliance. Proven competency with object-oriented analysis and design as well as real-time development using the C/C++ language. Participates in the development and improvement of engineering processes and best practices. Drives quality by maintaining the link between requirements and testing. Investigates software anomalies in association with the functional test team, customer support team, or other group (possibly including customer) as needed. Debugs and resolved anomalies. Keeps current and well informed on embedded software engineering and cybersecurity methodologies and technologies relevant to our industry through personal research, training, and seminar participation. Willingness to work in a diverse set of software development frameworks including Agile and Scrum as the business demands. Frequently interacts with peers and customers to gain cooperation of others or conduct presentations of technical information/project activities. Networks with senior internal/external personnel in own area of expertise as well as networks with key contacts outside own area of expertise. Normally receives little instruction on day-to-day work, generally instructions on new assignments. Receives assignments in the form of objectives and determines the process by which to meet goals. Open to receiving and sharing of new ideas. Functions effectively in a globally distributed team environment as both an individual contributor and a leader. Regularly interacts with senior management or executive levels on matters concerning several functional areas, divisions, and/or customers. Ensures thorough familiarity with company policies and procedures. Appropriately applies policies and procedures in compliance with government laws. Policies and procedures include, but not limited to: Standards of Business Conduct, Intellectual Property, Control Environment, Information Protection, ISO 9000 & 14000, government regulations (e g health, safety, quality and environmental), and functional policies published by Rockwell Automation. Qualifications: Education, Desired Skills and Experience 1. Bachelor of Science in Computer Science, Computer Engineering or Electrical Engineering with concentration in software or equivalent 2. Master of Science in Computer Science or Computer Engineering or equivalent in-depth knowledge and experience desired. Possess a minimum of five years' experience in embedded software development with an emphasis on the analysis, design, programming, and testing of real-time software systems using modern engineering practices using the C/C++ language (or other middle to high-level language) required. Five to six years of experience in an embedded software or firmware team. Familiarity with the following tools and languages is desired: Python, Green Hills Integrity OS and Multi IDE, TCP/IP networking, Git or similar version control tools, security test tools such as Achilles and Burp Suite, and collaboration tools such as Jira and Jama. Cybersecurity training or certification is a plus. Familiarity with cyber security requirements and practices for embedded and industrial products desired. Familiarity with agile processes like Scrum and SAFe is desired. Proven ability to specify and develop high quality, maintainable software subsystems or systems at a high rate of productivity required. Well established ability to organize and direct activities of other employees and communicate with a globally distributed team is required. Strong collaborator in a matrixed organization. Proven ability to work effectively as a member of a team or independently required. Proven ability to communicate technical information of a complex nature clearly and concisely in verbal and written form required. Demonstrate customer centric culture to understand our internal and external customers. Accept job requirement to connect in a global environment and with light international travel.",b716597b83c365fb8a06ed5ac661a48d,MCF-2021-0061119,21495,25121,True,False,2
37,772a93b66cfcc6b912b226bd0d3c1ce6,Hardware Engineer / Permanent,21522,"<p>Responsibilities:</p>
<ul>
  <li>Comparison of BOM/schematic vs actual working board and non-working board</li>
  <li>Update the components on the non-working board</li>
  <li>Minor soldering or simple changes (minor soldering)</li>
  <li>Update the documentation (BOM/Schematic on the system</li>
  <li>Document changes and send to Test Engineering group</li>
  <li>Debug and release of working and stable hardware to production</li>
</ul>
<p>Requirements:</p>
<ul>
  <li>Degree in Electronics Engineering</li>
  <li>Minimum 1 year of relevant experience</li>
  <li>Solid understanding of test concepts on digital and mixed signal products</li>
  <li>Good understanding of C++, Perl and Python languages</li>
  <li>Test program development (coding from scratch) experience on Advantest 93K, U-flex/ Catalyst/J750/Eagle LSI 5XP</li>
  <li>Hands on experience on Tester debug and using lab equipment like Digital Oscilloscope, Spectrum Analyzer, Power supplies etc.</li>
</ul>
<p>Interested applicants can send their resume deepti@uniconnect.com.sg stating their current/expected salary details along with availability.&nbsp;</p>",Comparison of BOM/schematic vs actual working board and non-working board. Update the components on the non-working board. Minor soldering or simple changes (minor soldering) Update the documentation (BOM/Schematic on the system. Document changes and send to Test Engineering group. Debug and release of working and stable hardware to production.,772a93b66cfcc6b912b226bd0d3c1ce6,MCF-2021-0026760,21522,25121,True,False,2
38,85c14c229500263978d51cb927db6954,Java Developer 007,25190,"<ul>
  <li>1 – 7 years of relevant working experience in software application development</li>
  <li>Working knowledge of Agile, Scrum, Web Services, Spring MVC or Struts; Knowledge of Hibernate will be advantageous.</li>
  <li>Ability to work creatively and &nbsp;analytically in a problem-solving environment</li>
  <li>Ability to work in a fast paced and dynamic Client environment.</li>
</ul>","1 – 7 years of relevant working experience in software application development. Working knowledge of Agile, Scrum, Web Services, Spring MVC or Struts. Knowledge of Hibernate will be advantageous. Ability to work creatively and analytically in a problem-solving environment. Ability to work in a fast paced and dynamic Client environment.",85c14c229500263978d51cb927db6954,MCF-2021-0053655,25190,25121,True,False,2
